name,price,description,features,image link,link
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/w/h/whitening_body_lotion_wild_berries.jpg,https://www.eg.shopbeesline.com/en/whitening-body-lotion-wild-berries.html
Whitening Bundle for Day & Night Care - Dry to Normal Skin,EGP466.00,What's Inside?,"-	MATTE & SMOOTH SKIN
-	RADIANT & EVEN COMPLEXION
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/d/a/day-gel_wh-serum-396x560_002_.png,https://www.eg.shopbeesline.com/en/4.html
Whitening Bundle for Face Cleansing,EGP333.00,What's Inside?,"-	DEEPLY CLEANSED SKIN
-	RADIANT & EVEN SKIN TONE
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/w/h/wh-f-wash-makeup-remover-396x560_002_.png,https://www.eg.shopbeesline.com/en/5.html
WHITENING FACIAL CARE OFFER,EGP510.00,BUY 4in1 Whitening Cleanser & Whitening Day Cream and GET White Sapphire Luxury Mask for FREE,"-	SUPPLE & YOUTHFUL SKIN
-	RADIANT & EVEN SKIN TONE
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/b/u/bundleproduct.jpeg,https://www.eg.shopbeesline.com/en/whitening-facial-care-offer.html
Whitening Facial Soap,EGP120.00,A moisturising soap rich in honey & radiance boosting extracts. Deeply cleanses & refreshes the skin while brightening the complexion & evening out skin tone.,"-	SMOOTH SKIN
-	RADIANT & EVEN COMPLEXION
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/b/e/beesline_whitening_facial_soap_egypt.png,https://www.eg.shopbeesline.com/en/catalog/product/view/id/156/s/whitening-facial-soap/category/11/
Whitening Mud Soap,EGP120.00,A gentle mud soap that lightens & purifies the skin for a radiant & shine-free complexion. Deeply cleanses clogged pores of dirt & controls oil secretions.,"-	MATTE COMPLEXION
-	RADIANT & EVEN SKIN TONE
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/b/e/beesline_whitening_mud_soap_egypt.png,https://www.eg.shopbeesline.com/en/catalog/product/view/id/160/s/whitening-mud-soap/category/11/
Whitening Roll-On Deodorant - Arabian Oud,EGP195.00,"An innovative, safe & highly effective 48hr antiperspirant deodorant that works to fight body odour, adsorb moisture & soothe the skin while lightening & evening skin tone for clean & bright underarms.","-	LIGHTER & SMOOTHER SKIN
-	CLEAN & FRESH UNDERARMS
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/b/e/beesline_whitening_roll_on_arabian_oud.png,https://www.eg.shopbeesline.com/en/whitening-roll-on-deodorant-arabian-oud.html
Whitening Roll-On Deodorant - Beauty Pearl,EGP195.00,"An innovative, safe & highly effective 48hr antiperspirant deodorant that works to fight body odour, adsorb moisture & soothe the skin while lightening & evening skin tone for clean & bright underarms.","-	LIGHTER & SMOOTHER SKIN
-	CLEAN & FRESH UNDERARMS
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/b/e/beesline_whitening_roll_on_beauty_pearl.png,https://www.eg.shopbeesline.com/en/whitening-roll-on-deodorant-beauty-pearl.html
Whitening Roll-On Deodorant - Cool Breeze,EGP195.00,"An innovative, safe & highly effective 48hr antiperspirant deodorant that works to fight body odour, adsorb moisture & soothe the skin while lightening & evening skin tone for clean & bright underarms.","-	BRIGHT & SMOOTH SKIN
-	FRESH UNDERARMS
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/b/e/beesline_whitening_roll_on_cool_breeze.png,https://www.eg.shopbeesline.com/en/whitening-roll-on-deodorant-cool-breeze.html
Feminine Hygienic Wash,EGP170.00,"A natural daily wash that gently cleanses the skin without disrupting the delicate pH level of the vagina. Prevents odour, soothes sensitive skin & restores moisturise.","-	SOOTHED SKIN
-	CLEAN & FRESH FEEL
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/b/e/beesline_feminine_hygienic_wash_egypt.png,https://www.eg.shopbeesline.com/en/catalog/product/view/id/106/s/feminine-hygienic-wash/category/11/
Oily & Combination Skin Care Routine - SPECIAL DISCOUNT,EGP550.00,"Get purer, lighter & more radiant skin with the below routine from Beesline:","-	SMOOTH & PURIFIED SKIN
-	MOISTURIZED & RADIANT SKIN
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/4/i/4in1-toner-n-day-cream-oily-bundle-396x560.png,https://www.eg.shopbeesline.com/en/facial-whitening-routine-oily-to-combination-skin.html
Facial Purifying Soap,EGP120.00,"A bar that gently cleanses sensitive & acne-prone skin. Its anti-microbial, balancing & soothing properties from natural extracts reduce & prevent breakouts.","-	PURIFIED SKIN
-	SOOTHED SKIN
